epoch,acc,binary_acc_ch0,binary_crossentropy,dice_coef,loss,val_acc,val_binary_acc_ch0,val_binary_crossentropy,val_dice_coef,val_loss
0,0.9502023962281999,0.9502023962281999,0.09480112010524386,0.08105466568044253,0.4244588116804759,0.9949858043644879,0.9949858043644879,0.021797968502584343,0.106570497054506,0.3704505812477421
1,0.9788363178571066,0.9788363178571066,0.04980536869594029,0.19267166831663676,0.35281453955741154,0.9949858043644879,0.9949858043644879,0.025609091314411647,0.013243476671443597,0.41006807781554555
2,0.9724318668955848,0.9724318668955848,0.05411255767657643,0.19777813163541613,0.3533563017845154,0.9944939178389471,0.9944939178389471,0.03028459122052064,0.02705768054993068,0.40734767188897003
3,0.9704416621299017,0.9704416621299017,0.06094136834144592,0.2133163795584724,0.35123825782821294,0.9668052615346135,0.9668052615346135,0.053474248059698054,0.10338908740998926,0.3907289021723979
4,0.9777704250244867,0.9777704250244867,0.05069607176951,0.2624295488709495,0.32544586346262977,0.9395568241944184,0.9395568241944184,0.10372212629865955,0.10712889496337723,0.419381703073914
5,0.9794300879750933,0.9794300879750933,0.04889282211661339,0.3279822908696674,0.29814280356679645,0.9700336810704824,0.9700336810704824,0.06477168554792533,0.13385085006420677,0.38532261510153076
6,0.9808476169904073,0.9808476169904073,0.04790275561667624,0.3626689797356015,0.283673936412448,0.9661390733074497,0.9661390733074497,0.0759069720232809,0.13793729819558762,0.39036922277630987
7,0.9811574958619618,0.9811574958619618,0.04844836021463076,0.39290545596962884,0.271906846335956,0.9914692511429658,0.9914692511429658,0.0385338980704546,0.027087111117293103,0.4122855188073339
8,0.9812020829745701,0.9812020829745701,0.04766214301898366,0.39145717166718985,0.27201485137144726,0.9656996630333565,0.9656996630333565,0.06986755334042213,0.1389768879759956,0.38633037499479345
9,0.9825200041135153,0.9825200041135153,0.046648217276448294,0.4057276901744661,0.2656977808191663,0.9777556722228592,0.9777556722228592,0.05212969554437173,0.1265089149662369,0.3806736517596889
10,0.9831346727552868,0.9831346727552868,0.04603789799979755,0.4269866262163435,0.25682780075640904,0.9909915698541177,0.9909915698541177,0.03837770067558095,0.05388975730858039,0.40146980736706706
11,0.9838814536730448,0.9838814536730448,0.04414682232198261,0.4423090772969382,0.2495644348008292,0.9676841626296172,0.9676841626296172,0.07590550576915613,0.10377790763772823,0.4040316866861807
12,0.9845076685860044,0.9845076685860044,0.0434144852416856,0.4595880579380762,0.2422133336464564,0.9878703629648363,0.9878703629648363,0.03144835768821272,0.15364944028693275,0.35740931130744313
13,0.9848405633653913,0.9848405633653913,0.04351073397057397,0.4645816513470241,0.24027361614363535,0.99435748119612,0.99435748119612,0.03546279500163085,0.047547530993265474,0.4022594070112383
14,0.9828270049322219,0.9828270049322219,0.04960483986706961,0.4339257223265512,0.2561924989734377,0.9492589138649605,0.9492589138649605,0.09866817033774145,0.10946578336124485,0.41541472238463323
15,0.9839839821770078,0.9839839821770078,0.04301186509075619,0.4450501771200271,0.24778724781104497,0.9898517470102053,0.9898517470102053,0.030910776172940795,0.0818140161462833,0.385820980007584
16,0.9852196176846822,0.9852196176846822,0.04559393963288693,0.4555037674449739,0.24515471713883535,0.9855422587008089,0.9855422587008089,0.041096558794379234,0.12433810480492744,0.37492290944666473
17,0.9855582430249169,0.9855582430249169,0.04011442778365953,0.4862713402225858,0.22955995017573946,0.9932923687470926,0.9932923687470926,0.0319278737580454,0.07933251441431206,0.3874249128071037
18,0.9857146881875538,0.9857146881875538,0.044428963568948564,0.48129190291677204,0.23414054938725062,0.9828066954741607,0.9828066954741607,0.04804767527290293,0.1172191314273388,0.38194086583884984
19,0.9859670514152163,0.9859670514152163,0.04011790152816545,0.49238501276288715,0.22711684164546786,0.9841403896744186,0.9841403896744186,0.040790459191476974,0.11920587138927265,0.3767930092038335
20,0.9858918019703456,0.9858918019703456,0.04115070580016999,0.49644198587962557,0.2261137706892831,0.9929639970934069,0.9929639970934069,0.028781396160657342,0.12978758084008823,0.3653534489708978
21,0.9866307775179545,0.9866307775179545,0.03989145691905703,0.5026208800928933,0.2228865744102569,0.9814216059607428,0.9814216059607428,0.052951899936070315,0.17359439641035893,0.36233388249938553
22,0.9859846234321594,0.9859846234321594,0.04165493821104368,0.49147561760175795,0.2284025918869745,0.9869697915541159,0.9869697915541159,0.042917100914024016,0.09738197890928367,0.38679709788915273
23,0.9863687469845727,0.9863687469845727,0.04158246472832702,0.4912732726051694,0.2284399505172457,0.9904834901964342,0.9904834901964342,0.033699662449794845,0.12634907184621771,0.36968080175889506
24,0.9863352520125253,0.9863352520125253,0.040415012588103615,0.5078196710064298,0.22112143820240385,0.9869199524054656,0.9869199524054656,0.041003774197117704,0.18111215305288095,0.35215709660504313
25,0.9863053049360003,0.9863053049360003,0.04072573976147743,0.503583529165813,0.22300189165841966,0.9865909170460057,0.9865909170460057,0.0400208622921963,0.19400058752177535,0.3464126441929791
26,0.9856429696083069,0.9856429696083069,0.042290715678107174,0.5014765078113192,0.22478376825650534,0.9873096540167525,0.9873096540167525,0.03637689508094981,0.2034938466558988,0.3404292287053289
27,0.9869711768059504,0.9869711768059504,0.04000038148037025,0.5092664843513852,0.22029379364990054,0.9852079426920092,0.9852079426920092,0.04524328197176392,0.20465092955006137,0.34528553083136276
28,0.98711059207008,0.98711059207008,0.039203581089774765,0.5116283609753564,0.21887108257838658,0.9860361733952084,0.9860361733952084,0.043242117541061866,0.19069015360563188,0.3496688572136131
29,0.9869581205504281,0.9869581205504281,0.03940709006218683,0.5087819596131643,0.22013119075979506,0.9904364830738789,0.9904364830738789,0.03512470965349191,0.18873335672794161,0.3455820599117795
30,0.9870213695934841,0.9870213695934841,0.03954498806879634,0.5189755786032904,0.21613729496796927,0.9940959811210632,0.9940959811210632,0.03020644293644944,0.06296299758518266,0.39293831425744136
31,0.9876862792741685,0.9876862792741685,0.03921024864982991,0.5281027441933042,0.2122850233600253,0.989199240465422,0.989199240465422,0.03867458285310784,0.16963518798552654,0.3553504065887348
32,0.9868316196259999,0.9868316196259999,0.03900763401318164,0.5172519655454726,0.21650375993478865,0.9875251183638701,0.9875251183638701,0.03827047916884358,0.20385380955161275,0.3414210548272004
33,0.9872777007874989,0.9872777007874989,0.03980381032895474,0.5317274842943464,0.21119116104784466,0.9833635848921698,0.9833635848921698,0.046281847398023344,0.16848546983925877,0.36037531092360214
34,0.987187419618879,0.987187419618879,0.03969611679869039,0.5256816702229636,0.21354503007162184,0.9869866661123328,0.9869866661123328,0.040484473008561776,0.20702153605383797,0.341481029181867
35,0.9876081489381336,0.9876081489381336,0.039374472573399544,0.5261620708874294,0.21315997697058178,0.9763620205827661,0.9763620205827661,0.07157128666703766,0.14345036039279924,0.38556365870140696
36,0.9877606743857974,0.9877606743857974,0.038918674524341314,0.5339882700216203,0.20975585068975175,0.9855947268975748,0.9855947268975748,0.044866812944009495,0.18847199589819522,0.351530881346883
37,0.9882382977576483,0.9882382977576483,0.038013450446582976,0.5593675673007965,0.19906104391529447,0.9855644976770556,0.9855644976770556,0.0493749448576489,0.19918361663616993,0.3499504585523863
38,0.9879220951171148,0.9879220951171148,0.03827091572540147,0.5420526649270739,0.20614145199457803,0.9900119804047249,0.9900119804047249,0.039633230532746054,0.14750464185065515,0.36477762863442703
39,0.9882244098754156,0.9882244098754156,0.039550877043179104,0.5486136078834534,0.20428478504930223,0.9881336415136183,0.9881336415136183,0.03903314556825806,0.2038465957534877,0.3418803110315993
40,0.9879257764135089,0.9879257764135089,0.039206650108098984,0.5453064611979893,0.20540119352794828,0.9893628181637945,0.9893628181637945,0.03700115707879131,0.20990085470918063,0.33824120985495076
41,0.9882095285824367,0.9882095285824367,0.03885376391311487,0.5578970866543906,0.2001535083566393,0.9886321054922568,0.9886321054922568,0.039072658891814785,0.20833627549881065,0.3401091807597392
42,0.9884810334160214,0.9884810334160214,0.037796745875052044,0.5603627775396619,0.19853299217564718,0.9867444811640559,0.9867444811640559,0.045090931492882805,0.20378596421230483,0.3455406105196154
43,0.9882488619713556,0.9882488619713556,0.03892127229344277,0.5559864540894827,0.20095833568345933,0.9832037510098638,0.9832037510098638,0.05331797938089113,0.2208859974367393,0.3436366512968734
44,0.9881635563714164,0.9881635563714164,0.03764877149036953,0.5557930214064462,0.2002717206875483,0.9847392069326865,0.9847392069326865,0.052923159724151764,0.21381946325906226,0.3462247912948196
45,0.987434534799485,0.987434534799485,0.04196200209359328,0.5562484406289601,0.2026780815351577,0.9844859532407813,0.9844859532407813,0.04945272901976431,0.22229321884947853,0.3407553474645357
46,0.988368034362793,0.988368034362793,0.038423040083476474,0.5609365446226937,0.19867917114780062,0.9869867450482136,0.9869867450482136,0.044951487332582474,0.1362451079326707,0.37247187624106537
47,0.9889290361177354,0.9889290361177354,0.037417142785021236,0.5745345566953931,0.19263669351736704,0.9868174678570515,0.9868174678570515,0.04789648124495068,0.23478276614804525,0.33482467886563894
48,0.9890142991429284,0.9890142991429284,0.037131206975096746,0.583406313544228,0.1889160339321409,0.9827707699827246,0.9827707699827246,0.06012298267435383,0.14955571701599135,0.37625045067555196
49,0.9890412745021638,0.9890412745021638,0.03784552358445667,0.5831595829554966,0.18944284390835536,0.9857890090426883,0.9857890090426883,0.049858419879062754,0.24285674341828437,0.33277187073552933
50,0.9891520312854222,0.9891520312854222,0.03725790879910901,0.581998606522878,0.18955476582050323,0.988247848845817,0.988247848845817,0.04205264020207766,0.20421876295192823,0.3435448641712601
51,0.9887152285802931,0.9887152285802931,0.037736424732775914,0.5688747862974802,0.19509180244945346,0.9863880051148904,0.9863880051148904,0.0466111874258196,0.2118883639120975,0.34321143176104574
52,0.9894464980988276,0.9894464980988276,0.036218572762750444,0.5956464282103947,0.1834728100470134,0.9876461689536636,0.9876461689536636,0.04297892029422361,0.1895454846624587,0.34997122754921783
53,0.989506068683806,0.989506068683806,0.036795303757701604,0.5912685862609318,0.1855696617137818,0.9866399716686558,0.9866399716686558,0.044689734139152476,0.23915601350568436,0.33115079274048675
54,0.9898146504447574,0.9898146504447574,0.035246928089431355,0.6066852779615493,0.1784736535378865,0.9860801455136892,0.9860801455136892,0.04909997211920249,0.25387668408252095,0.32791021305161555
55,0.9899741070611137,0.9899741070611137,0.03585022155727659,0.6122644174666632,0.17660433692591532,0.9876241007366696,0.9876241007366696,0.0454861112442371,0.18616657371859294,0.3528252815878069
56,0.9894148849305653,0.9894148849305653,0.03598526093576636,0.5860305712336585,0.18717894880544572,0.9872436700640498,0.9872436700640498,0.04487243596766446,0.2436766155265473,0.32945289563488317
57,0.9901693094344366,0.9901693094344366,0.0348251514314186,0.6132201311134157,0.17560733145191557,0.9832689971537203,0.9832689971537203,0.06009544140181026,0.12409245560096728,0.3864197159135664
58,0.9897702506610325,0.9897702506610325,0.03584234478573004,0.5968171712898073,0.18277815481026968,0.9837889639106957,0.9837889639106957,0.05430982533741642,0.2371356623196924,0.3377316682725339
59,0.9899597111202422,0.9899597111202422,0.03587089239486626,0.6083654051735288,0.17817647400356473,0.9839967666445552,0.9839967666445552,0.05659550589484137,0.2459435140764391,0.3355795547768876
60,0.9900531484967187,0.9900531484967187,0.03496884084528401,0.608582752091544,0.1775483481940769,0.9852307599944037,0.9852307599944037,0.051967293930214806,0.21826679279675354,0.3438742378273526
61,0.9894398053487142,0.9894398053487142,0.037832075552571384,0.596079341002873,0.18426722642921267,0.9869294762611389,0.9869294762611389,0.043852766270975806,0.2198955500750123,0.3383539101561984
62,0.9893783728281657,0.9893783728281657,0.03630827589049226,0.5939809140704927,0.18419254464762552,0.9849828642767828,0.9849828642767828,0.05249791385958324,0.18614516749575333,0.3570403835257968
63,0.9901509398505801,0.9901509398505801,0.03536986967637425,0.6101926366488138,0.1771451873438699,0.9858933654991356,0.9858933654991356,0.04984712520161191,0.23546031731608752,0.3357244665558274
64,0.9900821901503063,0.9900821901503063,0.03437195203843571,0.6104778732572284,0.1764319006885801,0.9871227854007,0.9871227854007,0.04885289999278816,0.23967122709428942,0.3334432719527064
65,0.9903772813933236,0.9903772813933236,0.034827515039415585,0.6180903670333681,0.17366053660710654,0.9862886957220129,0.9862886957220129,0.050223101383528194,0.14680503628443223,0.3714117053392771
66,0.9900471653257098,0.9900471653257098,0.03553551488689014,0.6007670376982007,0.18101433416207632,0.9868492403545895,0.9868492403545895,0.0463472752252946,0.19202844884145903,0.3509968704468495
67,0.9898160866328648,0.9898160866328648,0.03688691849155085,0.5964530933470953,0.18355079633849009,0.9781207845017716,0.9781207845017716,0.08000033409208865,0.15588002510972926,0.38564719058371877
68,0.9902070136297316,0.9902070136297316,0.035048904429589,0.6134062593891507,0.17566706453050887,0.9843763773505753,0.9843763773505753,0.056218623510889104,0.20240354960834658,0.35277029871940613
69,0.9906005689076015,0.9906005689076015,0.034575321046369414,0.6206614559605008,0.17248094933373587,0.9857954495661968,0.9857954495661968,0.05181002868591128,0.17962194722447847,0.3592364876656919
70,0.990978942030952,0.990978942030952,0.03361143819278195,0.635852092788333,0.16582582678113664,0.9856132172249459,0.9856132172249459,0.05755971150623786,0.22257732126761126,0.3455058473187524
71,0.9906128105663118,0.9906128105663118,0.034884339109772726,0.6177460466112409,0.17383218308289847,0.9878910538312551,0.9878910538312551,0.04817422499527802,0.1961505044553731,0.350445260872712
72,0.990433829171317,0.990433829171317,0.03572049222531773,0.6128850565070197,0.1762788529906954,0.9863554110398164,0.9863554110398164,0.05124242684325656,0.17140297032892704,0.3621835885821162
73,0.9902225108373732,0.9902225108373732,0.034513876551673525,0.6135839536076501,0.1752744906005405,0.9875284723333411,0.9875284723333411,0.04969957480962212,0.21945200820226926,0.34204064913698146
74,0.9908841223943801,0.9908841223943801,0.033774372190237045,0.6289033364681971,0.16870342336949848,0.9828292679142308,0.9828292679142308,0.061614664825233256,0.13253683457151055,0.38395463453756795
75,0.9909687099002656,0.9909687099002656,0.033696542272255534,0.6290428255285535,0.16860058868215197,0.9884193314088358,0.9884193314088358,0.04583426308188889,0.2099987003650214,0.34350238377983505
76,0.9912100774901254,0.9912100774901254,0.032834527925366445,0.6359179672740755,0.16533366129511878,0.9867368984866787,0.9867368984866787,0.05292910659635389,0.22431381811966766,0.34203169716371074
77,0.9913123675755092,0.9913123675755092,0.033037583565428144,0.6461098449570792,0.1613786621462731,0.9855432413719796,0.9855432413719796,0.05874897519478927,0.1857542367148641,0.36094675434602275
78,0.991206773689815,0.991206773689815,0.03261753065245492,0.6396889885266622,0.16369461232707613,0.9877045025696626,0.9877045025696626,0.047545136934196625,0.2005954793075452,0.3482873947233767
79,0.9914512038230896,0.9914512038230896,0.03279858987246241,0.6458512118884495,0.16133785815466017,0.986120072571007,0.986120072571007,0.05192897529215426,0.23785769526620168,0.3360152309005325
80,0.9914094862483797,0.9914094862483797,0.03156231467922529,0.6457011926741827,0.1606572231366521,0.9876617305987591,0.9876617305987591,0.0516485729934396,0.20229968549431981,0.3500705546623952
81,0.9916421912965321,0.9916421912965321,0.03229111087109361,0.6500817650840396,0.15934206616310848,0.9892185572031382,0.9892185572031382,0.04379117901663523,0.21961045728341952,0.338428660019024
82,0.9908288660503569,0.9908288660503569,0.03501844024729161,0.6224540386881147,0.17202958180790856,0.9858782968005618,0.9858782968005618,0.05452751066233661,0.19679978796960534,0.3539961350930704
83,0.9913184898240226,0.9913184898240226,0.03271280938670749,0.6363401654220763,0.1650917029806546,0.9865388757473713,0.9865388757473713,0.055190516434408525,0.21031286325809118,0.34898879399170746
84,0.9910540126618885,0.9910540126618885,0.03373345120676926,0.629967294988178,0.168253260354201,0.9808652980907543,0.9808652980907543,0.07072051533976116,0.08137677313454726,0.4098820452754562
85,0.9915823879696074,0.9915823879696074,0.03256148312773023,0.6497188494319007,0.1596493980004674,0.9837628232466208,0.9837628232466208,0.06035490953237624,0.1770086211932672,0.3654098937640319
86,0.9917592604955038,0.9917592604955038,0.03186334234972795,0.652061497881299,0.15829361939714068,0.9876353450723596,0.9876353450723596,0.051072082557790985,0.14983844233525767,0.3707071462193051
87,0.9921868727320716,0.9921868727320716,0.03031634424059164,0.6670835557438078,0.15135627665690013,0.9879052268492209,0.9879052268492209,0.05187787236394109,0.16712797543889768,0.36427662098729935
88,0.992261080514817,0.992261080514817,0.030060343266952606,0.6783083421843392,0.14671279170683452,0.9873813342403721,0.9873813342403721,0.050243337261112964,0.1992925151779845,0.3504297773580293
89,0.9923382997512817,0.9923382997512817,0.03034728898533753,0.6781044346945626,0.14696679761012396,0.9855424262381889,0.9855424262381889,0.05619006432794236,0.20228878509353948,0.35280033301662755
90,0.9922389813831874,0.9922389813831874,0.030880716762372425,0.6665618391264052,0.1519038812035606,0.9859957550023053,0.9859957550023053,0.0615956812492899,0.21742158836206874,0.3499909059421436
91,0.9922648611522856,0.9922648611522856,0.0301657562099752,0.6728207610902333,0.14897130926450095,0.9881695702269271,0.9881695702269271,0.051822867949266695,0.18411853265117956,0.3574465424627871
92,0.9921426290557498,0.9921426290557498,0.030427012592554092,0.6629713489895775,0.15306768850201652,0.9880300276988262,0.9880300276988262,0.051695632572109636,0.20313286046321327,0.34976401844540156
93,0.9926617202304658,0.9926617202304658,0.029666877307352565,0.6841749038015094,0.1441303537715049,0.9894224389179332,0.9894224389179332,0.047807354681395194,0.18401751012818232,0.3550765313006736
94,0.9926793717202687,0.9926793717202687,0.028955973862182526,0.6852746492340451,0.14326370259126028,0.9887722988386412,0.9887722988386412,0.052699944658859355,0.17030232077514804,0.3634989245517834
95,0.9929213041350955,0.9929213041350955,0.02820724222276892,0.6942437433061146,0.13922644548472904,0.9862767280759038,0.9862767280759038,0.06051792184243331,0.180396388712767,0.3641511838178377
96,0.9931021957170396,0.9931021957170396,0.02782237414448034,0.7058607538541158,0.13434898392075584,0.9870071846085626,0.9870071846085626,0.055308542541555455,0.19350513423214089,0.355781810509192
97,0.9931706644239879,0.9931706644239879,0.028257719551523525,0.7057935652278718,0.13463697405088515,0.9861696861885689,0.9861696861885689,0.06091974434014913,0.19423741192833796,0.35885624788902903
98,0.9923620309148516,0.9923620309148516,0.030514775021445183,0.672102689743042,0.14946786136854262,0.9866448495839093,0.9866448495839093,0.05680354583907772,0.17376150009599892,0.36457609969216426
99,0.9926720034508478,0.9926720034508478,0.02936345108208202,0.6841987513360523,0.1439385534751983,0.9853724209037987,0.9853724209037987,0.06100523351012049,0.16481319341707873,0.3706785746522852
100,0.9930394320260911,0.9930394320260911,0.028372750484517643,0.6990393825939724,0.13740774882691248,0.9893641165784888,0.9893641165784888,0.04785521444235299,0.1804236790819748,0.35654202747989344
101,0.9935504425139654,0.9935504425139654,0.02609681391290256,0.7203397694088164,0.12752195447683334,0.9873182096996823,0.9873182096996823,0.058210901815343545,0.1947405079530703,0.3570286824896529
102,0.9935614949180966,0.9935614949180966,0.026514699327803794,0.7140170051938012,0.13030174800327846,0.9880032958211126,0.9880032958211126,0.055419722722994315,0.22644415296412804,0.3426748224206873
103,0.9938046307790847,0.9938046307790847,0.025901165214322862,0.7310292919476827,0.12312943169048854,0.9869234513592076,0.9869234513592076,0.059215676945609017,0.2223277499748243,0.34659763606818944
104,0.9939529895782471,0.9939529895782471,0.02524805778548831,0.7334996206419808,0.12174907894361586,0.9877633081900107,0.9877633081900107,0.05644110378784102,0.23020430342168421,0.3417844305167327
105,0.9940865096591768,0.9940865096591768,0.024735559576324055,0.7366380067098708,0.12018665919701259,0.988604901610194,0.988604901610194,0.054208047486640314,0.21607564470252474,0.3460971092855608
106,0.9941288090887523,0.9941288090887523,0.024623132532551176,0.7373161032086327,0.11984724764313016,0.9876264688130971,0.9876264688130971,0.05925263076819278,0.1951596247586044,0.35748857098656733
107,0.994114066873278,0.994114066873278,0.02485229686966964,0.7387886246045431,0.1193959755556924,0.9880504704810478,0.9880504704810478,0.05636142697688695,0.22922779398190007,0.3421263928348954
108,0.9941500964618865,0.9941500964618865,0.02467098841000171,0.7422814454351153,0.11788993790036156,0.987410348814887,0.987410348814887,0.05965904317594863,0.21146417540070173,0.35120954465221715
109,0.9942378458522615,0.9942378458522615,0.02445720269211701,0.7437690609977359,0.11716669655981518,0.9878816814035982,0.9878816814035982,0.05740674841846969,0.21160874878232544,0.34980038130605545
110,0.9941436392920358,0.9941436392920358,0.024538662639402208,0.7459947864214579,0.11632543660345532,0.9865151595424961,0.9865151595424961,0.061307341867202034,0.19577581485783732,0.35847435206980316
111,0.9942288058144706,0.9942288058144706,0.024106046007502647,0.7437651441210792,0.11695719297443118,0.9882070293297639,0.9882070293297639,0.05649566881962725,0.22940765341391434,0.34213570324150294
112,0.9943836161068508,0.9943836161068508,0.02407133641342322,0.7540033800261361,0.11284160684971582,0.9880434661298185,0.9880434661298185,0.05931646970880998,0.2057236703867848,0.3533002830840446
113,0.9943949551809401,0.9943949551809401,0.023811430625972293,0.7447675863901774,0.11637987196445465,0.9880400396682121,0.9880400396682121,0.057097829979013755,0.21840165515203733,0.34689904709120056
114,0.9945700622740246,0.9945700622740246,0.023426343021648272,0.755891291868119,0.1116992597069059,0.986320795239629,0.986320795239629,0.06749301715879827,0.21762544208684484,0.3534460309389475
115,0.9947116261436826,0.9947116261436826,0.022745254582592418,0.760724005245027,0.1093578278308823,0.9872592349310179,0.9872592349310179,0.06152795154500652,0.22598232943061236,0.34652393492492467
116,0.9946200592177254,0.9946200592177254,0.023007208570128397,0.7584387461344401,0.11042858908573787,0.9875592476612812,0.9875592476612812,0.0615090479117793,0.22277234625574704,0.34779681869455287
117,0.994668478057498,0.994668478057498,0.022983479890085402,0.7570500118391854,0.11096995785122826,0.987124091870076,0.987124091870076,0.06382850034011377,0.22869983859158852,0.3468187185558113
118,0.9946623047192892,0.9946623047192892,0.022967956871503874,0.7595637327148801,0.10995525760310036,0.9872177678185541,0.9872177678185541,0.06355361549838169,0.21056311567490166,0.35390512766064824
119,0.9948736173766,0.9948736173766,0.02212766052356788,0.7691970978464399,0.10559788665601186,0.9880242347717285,0.9880242347717285,0.05995510347388886,0.21743181498872266,0.3490003806513709
120,0.9948292204311916,0.9948292204311916,0.022385046418224062,0.7637961478460402,0.10791247054224923,0.9876134331161911,0.9876134331161911,0.062356603608743566,0.2249746789803376,0.34742280277045995
121,0.9947435373351687,0.9947435373351687,0.022867198678709212,0.760366249652136,0.10957366050708861,0.9877409951106922,0.9877409951106922,0.060446887704971676,0.219231446248454,0.3485754430294037
122,0.994785589831216,0.994785589831216,0.022252110054805166,0.7625518952097211,0.10833038496119636,0.9886448866612202,0.9886448866612202,0.057163908070809136,0.2173995894153376,0.34733806993510274
123,0.9948082168896993,0.9948082168896993,0.022509399003216198,0.7674736153511774,0.1065164449669066,0.9860864201107541,0.9860864201107541,0.06962826817825034,0.2264343237353338,0.3512022559707229
